	MTUS1	CELA1	EPPIN	RP11-219B4.5	FABP7	C2orf69	TFPI	ID4	ZNF227	RPS17L	SULT1C2	GPR144	C17orf47	ACSL4	VIPAS39	GPR183
TCGA-A7-A4SE-01A-11R-A266-07	9.18516246	-0.21955592	1.99463138	0.89998594	3.23231091	8.11053431	7.96009119	11.63315453	7.17491149	6.00937307	-0.1421063	-0.33935425	-0.89360336	8.50984112	8.10941252	7.950238
TCGA-D8-A147-01A-11R-A115-07	8.09440451		0.73283197		6.77737589	8.32015331	5.62310969	10.27489143	10.04629364	3.68641435	3.78581223			8.57141236	7.95855254	8.10807828
TCGA-A7-A3IZ-01A-11R-A213-07	9.22394995	2.25111358			0.44460206	7.80012338	8.38571422	6.17635099	8.31151453	11.10903771	-0.26058298	8.97741853	6.27264891	6.70567129	8.02159738	5.53395789
TCGA-A2-A0D1-01A-11R-A034-07	8.95110847	1.07537608		1.12638694	11.30754017	8.07684534	6.77415489	5.35011484	7.91228131	11.34885963	1.14566439		2.48488585	6.70567129	8.31336569	6.29698968
TCGA-BH-A209-01A-11R-A157-07	8.90031721	0.31752725				8.52320486	7.72318606	5.0537691	7.86825819	6.26308838	7.24915038		1.71941597	8.14207156	8.63057564	8.58544623
TCGA-E2-A155-01A-11R-A12D-07	10.27758613				1.81588788	8.11904984	7.12308368	5.63750204	8.34059865	11.85763784	5.5084361		0.67369348	7.00156332	7.58426943	6.03515616
TCGA-A8-A097-01A-11R-A034-07	8.89636308			2.22142197	4.28558586	7.46623841	7.66966682	6.87336607	8.26369815	3.30788296	4.02275219		-0.07191081	8.10467133	8.21579889	7.0883517
TCGA-B6-A0IP-01A-11R-A034-07	10.24536719	0.94689538	0.20550323	1.46408487	5.21117535	7.90047176	7.29236413	7.79262992	8.19859397	8.15881124	2.25373186	-0.96858624	-0.09294874	6.75847845	8.61492989	6.85798183
TCGA-BH-A0B8-01A-21R-A056-07	9.53584336		-0.54011554			7.63637395	7.4168912	5.68166514	8.21579889	11.16565027	-1.35096716			7.49060913	8.68074269	6.23533883
TCGA-A8-A07E-01A-11R-A034-07	9.63231856		-0.31920047	-0.29834213	1.68483677	7.89902606	9.66245748	7.37592613	7.79171156	6.65774961	-0.25441851		-0.93927301	8.67364646	8.26691714	7.6071315
TCGA-BH-A0H6-01A-21R-A056-07	9.23296574	-0.65501706		2.97149226		8.05901343	6.91963654	5.93884399	7.2669572	11.20704353	2.90132267		0.22673727	7.97344674	7.85156408	6.50950465
TCGA-A8-A08G-01A-11R-A00Z-07	8.5269917		1.68483677	4.70707066	1.8600214	8.15088274	7.10311489	6.18253436	8.04906112	0.04708683	6.64873126	-0.42856839	1.33776078	7.60591416	8.85042242	7.29338666
TCGA-BH-A0DV-01A-21R-A12P-07	10.68274257		-1.59056718	-0.70717065	4.45540698	6.77415489	9.66982446	8.48084386	7.45693811	10.94268872	-0.66846171		0.26944154	8.29943576	8.57435854	8.14282787
TCGA-BH-A0DG-01A-21R-A12P-07	9.36278428				4.65592759	7.1884936	8.52008934	7.27139696	7.7867519	6.18907551	3.20287134	-0.33141355	3.03398614	7.89553094	8.76627988	7.91433927
TCGA-BH-A0C0-01A-21R-A056-07	9.49240589	0.62520862	1.12638694			7.91046174	7.31193005	4.54877571	7.69087088	10.22338585	4.85037537		0.79305583	8.36212077	8.24640924	7.76722155
TCGA-AN-A04A-01A-21R-A034-07	9.48536826	-0.30896856			3.52957898	7.77481713	8.58237297	6.97381379	7.79823532	9.78005047	1.36777903	-0.88897962	0.92349297	8.28272683	8.74222776	6.71888859
TCGA-A7-A426-01A-22R-A24H-07	9.9995088	0.59443073	-1.52172373	1.93083829	5.66230112	6.86443039	8.77001399	9.22394995	7.65611074	1.96749381	2.21876775	4.73571275	2.67933643	7.50183343	8.41093825	7.12610224
TCGA-B6-A1KI-01A-11R-A14M-07	10.52299758	-0.19299302	1.19844444		-0.47299287	7.46164016	8.31020629	6.72706058	7.96902608	10.2168156	6.84706424			7.34328732	8.4671224	4.09922938
TCGA-AR-A24N-01A-11R-A169-07	10.2275965		-1.36457078	0.44460206		8.67859509	7.17550845	6.32267711	8.12169255	9.63004873	3.85111756		0.59443073	7.55702042	7.93972921	7.72079582
TCGA-AR-A254-01A-21R-A169-07	10.76680422	1.78615335	-1.30229849	0.37486811	4.92292984	7.78628417	8.19680134	7.24674775	8.47343973	5.95173611	5.16528047	-0.68703157	0.07509566	8.83734588	8.34387722	7.8929377
TCGA-A2-A0CT-01A-31R-A056-07	10.4702098	3.28288552		0.70409041	1.3709466	7.88526629	11.77010521	6.11256611	8.25353714	11.56557647	1.94964723			7.94137865	8.96171367	7.97880373
TCGA-E2-A1LE-01A-12R-A19W-07	9.38425637	0.75853878	-1.42458623	0.0876236	3.72593035	7.99607779	8.66395355	6.21618137	7.78251624	10.38626305	1.46552968		-1.02121217	7.89423877	8.27791032	8.4067344
TCGA-AR-A1AR-01A-31R-A137-07	8.27757895	-1.22415995			2.17334671	8.7046444	9.8313755	11.47685985	8.69922961	9.0890374	3.23360758		0.15605307	9.71900353	8.91163647	9.90201003
TCGA-AR-A0TY-01A-12R-A115-07	9.99327078	-0.24618317	-1.49627464		2.16056808	7.74321337	11.80114459	5.65580605	8.53871733	10.4502818	-0.03804932		-0.65501706	7.27097052	8.91648146	7.08089481
TCGA-3C-AAAU-01A-11R-A41B-07	9.4389174	-0.31141561		0.74585706		7.73593982	7.00773523	5.12174721	8.26623738	5.4534859	2.19884965		0.87423192	5.97289332	8.39170154	4.49860119
TCGA-D8-A1JP-01A-11R-A13Q-07	8.50795613	-0.02600388	1.54329485	2.69789477	2.88540724	7.80440257	7.74728089	6.68691715	7.77562525	3.5787269	4.96227287	-1.25538881	0.63960598	7.86523039	8.02923017	6.47177995
TCGA-D8-A27P-01A-11R-A16F-07	10.52681888		-0.09294874	2.6362314	5.46840999	7.96117899	6.76381271	7.69751708	8.39351857	8.84280536	1.93083829	0.57760701	0.87423192	7.06342017	8.56181974	5.90037972
TCGA-B6-A1KF-01A-11R-A13Q-07	7.54567194			1.77132852	8.57506311	8.16144617	7.25827874	10.27212887	7.32789072	11.82307757	0.21989665			9.11638722	8.16969557	4.83262015
TCGA-AR-A24Q-01A-12R-A169-07	10.09976385			2.32118503	11.83029721	8.99817916	7.13588765	11.29592716	8.42209746	7.03844882	2.33663618		-0.68002186	9.34031141	8.11403546	7.81783227
TCGA-BH-A1FM-01A-11R-A13Q-07	9.55658232	1.31556002		-0.22415553		8.06056068	7.86991655	5.51936705	8.19284156	11.75834153	1.39278393		0.5383746	8.7345296	8.28490116	6.75059602
TCGA-A2-A0YM-01A-11R-A109-07	6.26617168		1.71790525	2.3439482	7.16592341	8.28784021	7.7273471	5.26174011	7.62063994	9.02241863	3.79904359	-0.15062498	1.01160796	8.04997068	8.70865952	9.24095531
TCGA-BH-A1FD-01A-11R-A13Q-07	9.54439831	-0.11524803	-0.12238587	1.54485381		8.57615003	7.31084732	4.51286514	8.77765245	10.02163621	3.20820885		1.36777903	8.02433399	7.55288269	7.78931248
TCGA-A2-A0ER-01A-21R-A034-07	9.69809786				4.70811608	8.46790337	7.1528062	5.82567882	7.90377005	11.31381281	3.55476909	2.64064913	1.07987487	7.36476627	8.32823891	7.82337877
TCGA-A8-A06R-01A-11R-A00Z-07	8.92463538				0.56351948	7.96363601	7.91309771	6.22656778	6.94506833	11.80755029	1.35817434			8.35154607	8.09788104	6.90935294
TCGA-A2-A0D0-01A-11R-A00Z-07	8.73874781		0.65595072	2.10385121	10.60301554	7.46867368	5.37653554	8.9993922	7.03054437	11.85715349	-0.30665922		1.56815355	8.12102992	7.7022141	7.39882543
TCGA-E9-A295-01A-11R-A16F-07	10.68815652	-0.21731749			3.83810976	7.1157663	8.38118788	7.97796207	8.18798147	7.38738601	6.08933997		0.42410362	7.48236777	9.21082849	6.86323535
TCGA-BH-A0DL-01A-11R-A115-07	9.1495964	0.23051757		1.07688522	9.84603165	8.26441139	6.99021847	8.53871733	7.31193005	8.55751851	3.58526658			8.06707169	8.765949	7.95927518
TCGA-E9-A244-01A-11R-A169-07	9.95828243		-1.40469224	2.46143272	10.52232828	7.83006412	7.37247547	11.2160767	8.06565244	9.26126535	1.99006516		0.17132402	8.09864571	8.77908698	8.25311246
TCGA-D8-A1XW-01A-11R-A14M-07	11.6772828		1.97120647	3.13414883	1.52948633	7.71994486	7.97556412	9.57611699	7.99893412	8.41151675	1.71493117		-0.83597914	9.7304734	7.58471219	8.63772335
TCGA-E2-A15O-01A-11R-A115-07	9.98764278	-0.05202691		-0.00308493	4.43325804	7.69390872	6.85972429	5.31509997	8.0846222	8.41151675	6.9937699	0.5252775	0.50100456	6.69335646	8.62691712	7.07110802
TCGA-BH-A0DZ-01A-11R-A00Z-07	9.02087394					7.79732541	7.15033259	5.58276583	6.83526616	11.2182028			1.81733156	7.93940587	8.28748367	7.65397491
TCGA-AC-A2FG-01A-11R-A17B-07	11.18698846	-0.42856839	-0.29642336	2.62032995	8.05533403	7.57970617	9.31113758	9.45349403	8.15088274	2.53115645	5.0153038	3.02133146	0.80362415	8.0823446	8.12169255	7.17992498
TCGA-AN-A0XN-01A-21R-A109-07	9.49166825			-0.12238587		8.72498983	8.78041085	5.69746416	7.75821221	11.82276148	0.34035928			9.37116304	8.20912093	8.53581413
TCGA-PL-A8LX-01A-11R-A41B-07	7.63203421				-0.75777047	6.77241195	7.41834803	4.68264568	7.7850592	11.81032223	0.288641			5.77331867	8.04220212	5.19763098
TCGA-BH-A28Q-01A-11R-A16F-07	10.87322718	-1.41886649		2.12084858	0.87883975	7.78812121	7.89633888	6.49396326	8.43151515	5.93420905	-0.16140746		1.19178969	7.5245743	8.43351966	7.21907573
TCGA-A2-A0YI-01A-31R-A10J-07	10.80820682	2.11802763	2.90362711		3.72200285	7.90289408	7.90767332	7.41735124	8.15088274	6.7507964	1.67901867		0.31186527	8.26944803	8.40566462	8.50055219
TCGA-AC-A23E-01A-11R-A157-07	10.43606222	-0.30665922	0.85415987		2.73761934	7.12883262	7.86040849	6.70284117	8.05656629	10.76593957	3.47919209		-0.64790605	8.51971571	8.7459288	6.37233125
TCGA-A1-A0SE-01A-11R-A084-07	10.69958565				5.16719786	7.63637395	8.49558477	8.91933232	7.80408792	8.38865507		2.24113678	0.89223908	7.75739602	8.60241682	6.41015433
TCGA-C8-A1HK-01A-21R-A13Q-07	8.92788522		-1.53020371	0.43541251	4.39866792	7.82381249	7.65569388	7.80222469	8.47224265	11.82875582	2.95198369			6.95053482	8.94952157	6.52157831
TCGA-BH-A5IZ-01A-11R-A27Q-07	8.8323989		6.2316223	0.11685441	8.77036205	6.32689703	6.75163088	5.00908549	7.26791999	11.29572513	0.8725298	-1.16800515	-1.00707207	6.62620434	8.05149199	7.32593973
TCGA-BH-A1EO-01A-11R-A137-07	9.82111898				-0.52372309	7.85959199	7.93791801	6.61075305	8.46674883	11.85002961	2.77471417		-1.34646625	8.86441516	8.57103042	8.34497246
TCGA-AN-A0FZ-01A-11R-A034-07	9.74259631					7.1664179	10.18038519	5.98656104	7.11788169	11.30752959	0.57250795	-0.69111236	3.24000715	6.98461036	8.64164499	3.92200629
TCGA-BH-A0BR-01A-21R-A115-07	9.66148248		2.00039638		3.589198	7.0552145	8.32823891	5.47142231	7.59971696	10.92547362	3.62640259		-0.38951416	8.44510223	9.19834332	7.99195496
TCGA-A2-A1FV-01A-11R-A13Q-07	10.13813032	0.21353921	-0.37940473	2.8308046	2.39384459	8.68187175	8.35445904	7.6688586	8.34322309	7.90089909	-0.26707786		0.42804014	7.76373323	7.74321337	6.4934666
TCGA-AR-A1AP-01A-11R-A12P-07	9.37163799	-0.21955592	0.23051757	-0.16561356	2.35768559	7.51406805	7.63562492	6.48311158	8.38388846	10.11686759	2.82025311	-0.42114236	0.89223908	7.54459905	8.04662141	6.99079003
TCGA-BH-A1FE-01A-11R-A13Q-07	10.25063816	-0.39108462	0.28709906		3.18540365	8.22938421	9.32205185	7.58203862	8.12210037	4.14989107	4.40204639		-0.02600388	9.17344878	9.57476029	9.460091
TCGA-A8-A06U-01A-11R-A00Z-07	9.98463389				4.29821876	8.32823891	6.72953788	6.8232804	7.8947402	9.62882872	4.47995716		1.79493018	8.10625171	8.51356057	6.32342373
TCGA-AO-A12C-01A-11R-A10J-07	10.10985765	0.36224479			3.09062471	7.4049066	8.45749252	6.97783389	7.62229933	10.25271147	-0.5155239		-1.21684579	8.12169255	8.42277708	5.91498039
TCGA-E2-A108-01A-13R-A10J-07	9.60207718		-0.23719242		6.14545713	7.35812196	9.27840041	9.34031141	7.6227503	7.38738601	3.95337406	1.76826297	-1.34134605	9.4389174	8.23694539	9.22493387
TCGA-AR-A24Z-01A-11R-A169-07	9.99617787		3.02751119		-1.9614887	8.24768369	8.12854218	4.28227358	8.98456208	6.15148048	5.48528781		0.25038739	7.61892934	8.48402777	6.65834567
TCGA-JL-A3YW-01A-12R-A239-07	8.91957841	-0.30896856	2.69011249		8.49713815	7.98351383	11.41195771	7.33027577	7.9506714	4.45826308	9.86064517	7.16432041	1.09357055	8.47224265	8.5023437	8.64755298
TCGA-A7-A6VX-01A-12R-A33J-07	10.58973873	0.10981957	-0.48980945	2.37868065	-0.95913291	7.42694352	6.25665825	5.84939562	7.86991655	5.92507293	5.02047358	-1.17595934	-1.05336372	7.32198557	8.20153343	6.06204383
TCGA-BH-A204-01A-11R-A157-07	9.27960496			0.57250795		7.99365534	7.95890103	6.28968936	8.01749184	11.7977879	5.67630971		-0.55096955	7.40166204	8.50163894	6.93730755
TCGA-E9-A1N3-01A-12R-A157-07	10.53930803		-0.19968357		-2.05955431	8.22139768	6.55819474	6.23231796	8.24841421	7.8074371	5.62408018	-0.84415865	2.26643672	6.34615656	8.34573688	5.33232608
TCGA-AN-A0XS-01A-22R-A109-07	9.33905626	-0.59899109			2.35227901	7.24867337	7.65611074	6.54279211	7.43683962	10.94268872	3.10723696		-0.29030604	7.5428028	8.40116357	7.94237297
TCGA-AO-A1KT-01A-11R-A13Q-07	9.13117267	2.2158251		2.04067941	-0.53484643	7.44170326	7.02765042	5.66474765	7.75304921	8.60187853	2.27907705		1.28773668	7.82465422	8.8184555	8.50795613
TCGA-D8-A1XY-01A-11R-A14M-07	11.20530207		0.75853878	1.36312312	3.37841663	8.29171425	7.91659237	7.16078116	7.86175239	8.81404228	5.88530003		0.91078367	8.03739118	7.98560508	7.09816912
TCGA-B6-A401-01A-11R-A239-07	9.30858456		-0.661818		6.19593153	7.2003962	6.49819552	7.14541142	7.7152064	3.22993271	3.13932605	0.08980332	1.17308296	7.67772513	8.515768	8.48522502
TCGA-A7-A3J0-01A-11R-A213-07	10.18361395	-1.45600901	0.77931563	1.56506453		7.76812328	6.68812335	7.68476172	8.26508248	6.71065269	3.15973216	-0.80126161		7.33571208	8.45537831	6.27946143
TCGA-AO-A0JC-01A-11R-A056-07	9.13439607	3.31009067	-1.51875832		-1.25538881	7.38286176	9.25497516	5.90615779	8.44269977	5.06528487	5.15216921		-1.30824834	8.81811606	8.27033143	11.77620308
TCGA-A7-A5ZV-01A-11R-A28M-07	7.13674077	0.76545254	0.5760565	1.88056126	7.28737901	6.32193161	6.2176322	5.79631251	8.11583692	11.79217685	3.34058094		-0.71450797	8.07209537	8.08723995	7.30382561
TCGA-E9-A1N5-01A-11R-A14D-07	10.40370167	-0.26245649	0.20550323		-0.41035314	7.53583892	7.77286071	6.12872953	8.01551109	9.36476129	1.00987968		1.11296447	7.77860247	8.67212721	7.73348103
TCGA-BH-A1EV-01A-11R-A137-07	10.66420486	2.0436145	1.77452017			7.10252713	7.25421311	7.07330129	8.56982497	8.97223601	2.3647463		0.73450139	7.50845816	8.19351301	6.18173639
TCGA-OL-A6VQ-01A-12R-A41B-07	10.12079037	-0.05202691			1.38331565	7.26434819	8.97346457	9.35902752	7.48371225	11.80736962	1.03265622	0.82198569		7.8494887	7.71109642	9.16130191
TCGA-D8-A1JS-01A-11R-A13Q-07	9.92266632	-0.12238587	-0.14396372	0.9880775	-0.39960592	6.97424027	6.2057595	4.50944817	7.93694043	11.62942165	3.23231091		0.23650971	5.10776891	8.46354731	5.11872582
TCGA-PL-A8LV-01A-21R-A41B-07	10.28041645		10.18403769	4.11997881	6.64617412	7.2605635	7.09168646	10.53806248	7.90639741	5.33421571	3.54869584	-0.99493131	-0.89360336	6.82403254	8.35597137	7.67915463
TCGA-D8-A1JB-01A-11R-A13Q-07	9.87263963			0.1240234	7.50036837	7.87588693	8.34612783	9.44437814	8.07586807	5.43232668	2.91949214	0.55254362	0.22673727	8.26983018	8.17722403	8.75659631
TCGA-BH-A18J-01A-11R-A12D-07	9.66940058			0.18825377	2.61341256	7.13262857	7.59589453	6.84419493	8.08969613	10.76593957	2.39948491		-0.13619222	7.18107586	9.02712644	6.65205823
TCGA-AQ-A7U7-01A-22R-A352-07	10.02481704		-1.43218702		2.54280042	7.43994864	8.05323478	7.98883553	8.15887097	2.20014272	2.87078949	-1.25227016	1.16964067	8.40566462	8.41224594	9.42643586
TCGA-OL-A66J-01A-11R-A29R-07	9.08064033	1.27350459			2.66180422	7.44733216	9.7304734	8.45233808	7.51909133	10.92167549	3.96634422	-0.45529008	0.81700701	7.88804786	8.10066004	6.8123677
TCGA-AO-A0J4-01A-11R-A034-07	9.02636306	0.31000439	0.35495943	1.36312312	8.58840981	8.02391743	7.48501511	9.66406824	8.24472687	2.70427131	3.52957898		-0.72204484	8.98081195	8.77071851	8.12023114
TCGA-AR-A24K-01A-11R-A169-07	9.8890664			-0.18613037		8.63996428	6.12489983	5.77425141	8.26369815	11.47304938	2.19884965		1.72678628	6.75163088	7.79524948	5.14746421
TCGA-BH-A0E0-01A-11R-A056-07	9.08568822			0.16486981	4.54462907	7.44264023	7.54567194	5.1067395	7.86617463	11.84711187	4.3095138			6.47306549	8.50984112	6.16979966
TCGA-A8-A06N-01A-11R-A00Z-07	9.13262325	-1.36212598				7.98305485	5.84421204	3.72707644	8.21132169	11.84685818	3.70297294		1.20613325	5.44071418	8.70834537	4.6773133
TCGA-E9-A1R0-01A-22R-A16F-07	10.2367063			1.66959579	2.56173249	7.59248166	8.30094785	7.31250116	8.13475461	4.96602278	4.2509189	-0.0205292	-0.72550712	7.42840794	8.40039909	6.74309115
TCGA-AR-A1AT-01A-11R-A12P-07	10.53861321				1.49706331	7.16810562	7.51352286	4.43428613	7.63922654	11.86593137	3.83110084			7.33137441	8.4550045	7.72700667
TCGA-BH-A0W4-01A-11R-A109-07	10.18456309		0.7759591		4.32088219	7.44585044	7.28986673	7.52721396	7.86523039	7.90089909	3.15344171	1.83358981	-1.12401727	7.87671997	8.58739934	7.33290779
TCGA-LL-A5YO-01A-21R-A28M-07	8.47428029	-0.17705252	-1.5525473		10.29477638	7.52721396	8.16491275	8.74330576	7.74030419	3.86712461	5.52194416	-1.39778568		7.82208597	8.78962723	9.1369747
TCGA-AR-A24H-01A-11R-A169-07	8.29294605	-0.28313447		0.4827678	3.2510285	7.80264162	7.50459277	4.18596643	8.24504973	9.22137042	4.18003628		-0.60921626	7.22487327	8.74494395	7.6066887
TCGA-AR-A252-01A-11R-A169-07	9.74132458	-0.33328116			4.59272299	8.53076228	9.73614481	8.03739118	8.48709317	3.25608814	4.00608135	1.99006516	2.31422337	9.33535872	8.78839654	9.97042865
TCGA-C8-A1HE-01A-11R-A13Q-07	10.72592594	0.30281378	2.34792163			7.71018599	7.15231123	5.81148356	8.39094595	9.42086527	2.9936959		1.40832928	6.88133424	8.72544824	6.27714481
TCGA-OL-A6VO-01A-12R-A33J-07	8.86474606	-0.3813654		1.90430235	7.06058752	7.71959611	7.28486511	8.34018249	7.5282357	8.85081519	3.65460638		-0.90207055	8.28571668	8.56403562	9.38988715
TCGA-A2-A1G1-01A-21R-A13Q-07	10.84752388		-1.32401338	2.96623246	3.64106417	8.23108338	8.93854217	8.07361624	7.69484491	7.6381938	2.69520817	-0.58893707	0.69843771	9.45786935	8.67327309	8.27163118
TCGA-AR-A24M-01A-11R-A169-07	10.72889974	1.02274935	0.39861218		4.79079039	7.64767696	7.70695256	7.77987845	8.60097374	10.07648695	1.58656934			8.19822011	8.98125324	6.3383786
TCGA-D8-A1JH-01A-11R-A13Q-07	10.5094831	0.94363097	-0.38728466	0.74218197	3.06613733	7.8494887	8.79894612	7.54784297	8.35484983	2.35565397	3.53898464	-0.04526854	-0.04745436	8.00609212	8.56947679	7.73827998
TCGA-BH-A18R-01A-11R-A12D-07	9.52165833	2.8069944			6.00898072	8.15524267	10.41813245	7.8086476	8.37649128	4.59409578	0.75853878	2.19159282	1.19043639	7.42926835	8.07970125	8.36871161
TCGA-B6-A0WS-01A-11R-A115-07	8.95440071				-0.85866356	8.15088274	7.53808598	5.52469049	7.45206668	9.90008937	2.9898505		-0.95067114	7.55371755	8.10668508	8.10898754
TCGA-EW-A1PF-01A-11R-A144-07	9.74853036	-0.53225745	-0.4796324		3.28891689	7.83736184	8.47343973	7.38240157	7.83006412	4.20547893	3.07012659	-1.07442085	0.27148073	8.36133921	7.98351383	7.83532872
TCGA-OL-A5RV-01A-12R-A28M-07	10.36832459	-0.27466602	2.07100466	1.80977377	6.0074337	7.43994864	7.93455166	7.26640312	7.66609268	3.25398	2.87342329	3.57806389	2.74018754	7.33435694	8.24168571	7.48146472
TCGA-EW-A6SD-01A-12R-A33J-07	11.05399478		0.59443073		8.05971913	7.7594463	11.21510258	5.05466928	7.89223159	7.7110115	3.93852979	-1.04524128	-0.10674541	7.87637981	7.96586349	6.9117097
TCGA-AC-A3QQ-01B-06R-A22O-07	11.5545498	1.22663758	0.83418795		-0.07661826	6.66109943	8.12210037	5.31096813	8.21132169	11.36544511	3.44598491	-1.44749478	0.95484559	8.10734774	8.31593971	8.18016458
TCGA-E9-A22B-01A-11R-A157-07	9.56841815	-0.24618317	-1.43820506	1.42982949	3.16998469	7.93200909	8.6082066	7.24505116	8.84023973	9.02430552	4.71881012		-0.59537706	8.2054843	8.18362359	6.75551171
TCGA-A2-A25D-01A-12R-A16F-07	9.20763907		-1.46784436		4.98660933	7.4263552	8.25077627	6.64060719	7.95222721	10.37809242	2.61635535	0.0876236	-0.661818	7.71474685	8.38700511	9.7304734
TCGA-AO-A0JA-01A-11R-A056-07	10.86123115		0.71653988	2.99735523	1.85850642	8.14960833	8.41261105	6.73185468	8.19284156	9.63004873	3.17753316		-0.30896856	8.20700544	8.54652071	7.48275052
TCGA-A7-A2KD-01A-31R-A21T-07	10.01098484	-0.35892831	3.26758897	2.61635535	2.35227901	7.9540383	7.44548448	5.6744746	7.73786284	3.37181907	2.29015348		1.11632861	7.9095773	8.45612544	7.68192823
TCGA-AC-A2FO-01A-11R-A180-07	10.29826298		0.25813713		3.53415989	7.70301328	9.24842772	8.84681596	8.02838869	6.00937307	3.4106432	0.72751947	1.60316168	8.17131825	8.46196776	9.25718041
TCGA-BH-A18H-01A-11R-A12D-07	8.69322894			0.3806881	1.97992615	7.86425265	7.43023975	5.21515266	7.82052103	10.96588608	3.05965597		2.22844531	8.63887776	7.12883262	9.39412719
TCGA-E9-A1NG-01A-21R-A14M-07	10.27155264	-0.27270912		1.11147534		6.84706424	9.20207541	7.27372433	8.42815255	10.91436771	-0.049779		0.62520862	9.04309238	8.72027094	8.46470224
TCGA-A2-A0CX-01A-21R-A00Z-07	10.56923448		3.26405991		7.7608582	7.05357513	7.74109532	5.56668522	7.5282357	11.05184634	2.55351006		0.74764737	7.81745795	8.32932609	8.21688626
TCGA-A8-A09D-01A-11R-A00Z-07	9.67871754					7.86617463	9.94421229	7.07215769	7.25307163	9.24257	4.23263089		0.11217379	8.55183582	7.7689225	7.24716551
TCGA-AN-A0AR-01A-11R-A00Z-07	8.72468434			2.2158251	6.93163203	7.69440231	7.11917845	8.44792195	8.30552626	2.19601056	2.03491924		-0.81342476	7.56343864	9.29159698	6.23231796
TCGA-AR-A1AJ-01A-21R-A12P-07	7.60801718	-0.58893707	-0.60921626	0.01333409	10.89805758	7.77061515	8.84681596	6.52580522	7.25616477	5.25894997	4.89499127	-1.25825739		10.23035063	8.43391022	9.38200915
TCGA-GI-A2C8-01A-11R-A16F-07	10.71126066	-0.22635079	0.45039792	1.25873769		7.98600452	7.78390232	7.66139505	7.79783562	6.34181688	9.47634593		-0.55377471	8.29294605	7.98230681	7.85959199
TCGA-A7-A26J-01A-11R-A277-07	9.03241133				0.36905059	7.70837348	7.75345748	7.09933716	8.13567205	11.70998323	0.3158079	1.16312307		8.48591296	8.31789338	7.62994061
TCGA-3C-AALI-01A-11R-A41B-07	9.58701983	2.90496509	-0.80556931	2.48901119	-1.84742076	7.2375589	7.27097052	7.07430857	8.34497246	5.35294521	7.71839697		1.34744271	7.27472173	8.03339563	7.29533841
TCGA-E9-A1R2-01A-11R-A14D-07	9.70298963	-0.23304339			0.37674909	8.14381347	7.59387765	5.92582673	8.42884901	8.12034479	-0.57345628	-1.30229849	0.88906931	7.86469488	7.76722155	6.71206587
TCGA-E9-A1RF-01A-11R-A157-07	9.12336863		-0.19742375	0.46619858	0.15827144	7.1957669	7.57693091	5.52469049	8.0818348	7.50390371	6.08650409		1.31556002	8.05288603	8.8013729	7.94945551
TCGA-A2-A0ET-01A-31R-A034-07	10.29192433					7.69087088	6.32342373	4.30287555	8.32192015	11.81032223	1.81588788		-0.83192282	6.48181878	8.00344833	7.50316236
TCGA-BH-A1EN-01A-11R-A13Q-07	9.81493089	0.78622663	0.39021394	-0.1813452		7.65112356	7.78251624	4.65383863	7.09754665	11.68972446	3.03759055		-0.85498795	6.93911791	8.15322816	5.60170153
TCGA-D8-A1JN-01A-11R-A13Q-07	10.44423909		1.06032155	1.08674194	5.38797661	7.79364201	6.3383786	4.00960999	8.15596469	11.86997736	0.8491669			6.48868445	8.30933119	5.91272376
TCGA-BH-A0H3-01A-11R-A12P-07	11.07597724		1.15199872	1.54329485	3.89509696	7.82130349	9.39873181	8.89295198	8.5048485	4.95659027	1.54784619	-1.20107446	-1.0919355	8.20274839	8.82342025	7.58851595
TCGA-C8-A12T-01A-11R-A115-07	9.63542127	0.65048771			0.83919498	7.77517454	6.89089875	5.93400371	7.38436066	11.40019313	2.26643672	-0.96858624	-0.87328384	8.04700403	8.74222776	5.81804306
TCGA-D8-A1JJ-01A-31R-A14M-07	8.94331918			0.80010157		8.23443096	7.6071315	6.05258705	7.9058958	8.45884042	3.00133157		1.79084075	8.01619114	8.57647264	6.48181878
TCGA-GM-A2DH-01A-11R-A180-07	8.87382606	0.84257139		0.1906025	5.8370007	8.30387837	7.19684142	5.54114385	8.28648117	1.61636127	5.06806647		1.48448212	7.60889373	8.65078734	9.70257418
TCGA-S3-A6ZG-01A-22R-A32P-07	9.89249943	1.55095581	0.85415987	0.59604057	1.75809525	7.42597226	6.85084894	5.73219369	8.19640201	4.64430713	3.84399599		-0.16362402	6.95972735	8.99540497	6.37102786
TCGA-BH-A0E1-01A-11R-A056-07	10.00602657	-0.5155239		0.50283867	4.68349706	7.46623841	8.11949178	6.14312875	7.48689666	11.34885963	2.06671212	0.25813713		7.42034112	8.16932166	6.81837488
TCGA-BH-A42T-01A-11R-A24H-07	8.35770386	0.55630153				7.20974164	6.24702874	6.18253436	7.62229933	9.14228782	2.89847221		-0.82051553	6.44848904	7.75389108	9.31183281
TCGA-A8-A08F-01A-11R-A00Z-07	8.17131825			-0.15717064		6.91899583	6.67479792	4.20643147	6.93972378	11.85655903	3.54758418		1.07373946	7.86040849	7.96672231	7.4049066
TCGA-A2-A0CP-01A-11R-A034-07	9.51546025				6.35687607	7.22548687	8.38340448	7.98883553	6.98566936	11.07109402	0.72039818	2.4367712	-0.83980333	8.0326646	8.54112911	6.87557798
